cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,poisonous
f,s,u,t,?,f,w,n,p,t,b,s,s,w,?,p,w,o,p,n,v,d,e
x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,?,w,o,e,k,s,g,p
x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,e
b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,?,e
x,s,y,t,m,f,w,n,w,t,b,s,s,w,?,p,w,?,p,n,v,d,e
b,y,e,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e
x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,?,w,o,p,n,?,d,e
b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,?,s,?,e
x,s,y,t,l,f,c,?,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,e
x,f,w,f,n,f,w,b,n,t,e,s,?,w,w,p,w,o,e,n,y,g,e
x,s,y,t,l,f,w,b,w,e,c,s,s,w,w,p,w,o,?,k,s,g,e
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,p
?,y,y,t,l,f,?,b,n,e,b,s,s,w,w,p,w,o,p,k,s,g,e
?,f,w,f,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
b,s,y,t,a,f,c,?,g,e,c,s,s,w,w,p,w,o,p,n,n,g,e
x,y,?,t,p,f,c,n,k,e,e,s,s,?,?,p,w,o,p,k,?,p,p
x,s,y,t,a,f,w,n,w,t,b,?,s,w,w,p,n,o,p,n,v,l,e
x,y,w,t,a,f,c,b,k,e,c,?,s,?,w,p,w,?,p,k,n,?,e
x,f,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,?,p,n,v,?,e
f,s,w,t,l,a,w,n,w,t,b,s,s,w,?,p,w,o,p,n,v,d,e
x,y,y,t,l,f,c,b,?,e,c,s,s,w,w,p,w,o,p,n,s,m,e
f,f,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,e
x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,?,o,p,k,s,g,e
b,y,y,t,a,f,c,b,n,e,c,s,s,w,?,p,w,o,p,k,s,m,e
x,y,n,t,l,f,?,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,e
?,y,w,t,l,f,c,b,k,t,c,s,s,w,w,p,w,o,p,n,n,g,e
x,s,y,t,a,?,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,?,e
x,y,n,t,p,f,?,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,p
?,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,e
?,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,c,g,e
x,y,n,t,p,f,c,n,?,e,e,s,s,w,w,p,w,o,p,k,v,?,p
b,s,w,t,?,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e
b,y,y,t,l,f,c,b,w,e,c,s,s,w,?,p,w,?,p,n,n,m,e
b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e
x,y,w,t,l,f,c,?,g,e,c,s,s,w,w,p,w,o,p,n,n,g,e
x,f,n,?,n,f,c,b,?,t,b,?,s,p,w,p,w,o,p,k,y,d,e
?,s,n,t,a,f,?,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,e
b,s,?,t,l,f,c,b,n,e,c,s,s,w,w,?,w,o,p,n,?,g,e
x,f,g,f,?,f,c,n,g,e,e,s,s,w,?,?,w,t,p,n,v,u,e
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,e
x,?,n,f,a,f,c,b,k,e,c,s,s,w,w,p,?,o,p,n,s,g,e
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g,e
x,s,y,t,a,f,c,b,g,e,c,s,?,w,w,p,w,t,p,k,s,m,e
f,y,b,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,y,v,d,e
b,y,?,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,e
x,f,n,f,n,f,w,b,n,t,e,s,?,w,w,p,w,o,e,?,a,g,e
x,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,?,p,n,n,m,e
f,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e
x,f,n,f,?,f,c,n,?,e,e,s,s,w,w,p,w,o,p,n,y,?,e
f,s,?,t,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e
f,?,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,e
b,y,w,t,a,f,c,b,k,?,c,s,s,w,w,p,w,o,p,?,s,g,e
b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e
x,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p,e
s,f,g,f,n,f,c,n,g,e,e,s,s,w,w,?,w,o,p,n,v,u,e
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,e
x,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,p
x,y,y,t,a,f,c,b,p,e,r,s,?,w,w,p,w,o,p,n,y,p,e
x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,e
x,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,?,e,n,?,g,e
x,f,n,f,n,a,w,b,p,t,e,f,f,w,w,p,?,o,?,k,a,g,e
f,s,n,f,n,f,w,b,k,t,e,f,s,?,w,p,w,o,e,k,a,g,e
?,y,n,t,a,f,c,b,n,e,r,s,y,w,?,p,w,o,p,n,s,p,e
x,s,y,?,a,f,c,?,w,e,c,s,s,w,w,p,w,o,p,k,n,g,e
f,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,e
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,e
x,f,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e
b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,?,n,g,e
x,f,g,f,n,f,?,b,n,t,e,s,s,w,w,p,w,o,e,k,?,g,e
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,e
f,y,n,t,l,f,c,b,n,e,r,s,s,w,w,p,w,o,p,k,y,g,e
x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,?,o,p,k,s,m,e
s,f,n,f,n,f,c,n,n,e,e,s,s,?,w,p,w,o,p,n,y,u,e
x,s,w,t,a,f,c,b,k,e,c,s,?,w,w,p,w,o,p,k,s,m,e
b,s,w,t,l,f,c,b,?,e,c,s,s,w,w,p,w,o,p,k,n,g,e
s,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,?,e
b,y,y,t,l,f,c,b,n,e,c,s,f,w,w,p,w,o,p,n,n,m,e
x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,?,e
b,y,y,t,a,f,c,?,k,e,c,s,s,w,w,p,w,o,p,?,s,g,e
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,p
x,s,?,f,n,f,w,b,k,t,e,?,s,w,c,p,w,o,e,n,s,g,e
x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,?,w,o,p,n,n,g,e
x,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,e
x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,p
x,y,n,t,l,f,c,b,w,e,r,s,?,w,w,p,w,o,p,k,y,p,e
x,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,t,e,k,a,w,e
b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,?,e
x,s,y,t,a,f,c,b,w,e,c,s,s,w,?,p,w,o,p,n,n,m,e
b,s,y,t,a,?,c,b,n,e,c,s,s,?,?,p,w,o,p,n,s,m,e
x,?,y,t,l,f,c,b,?,e,c,s,s,w,w,p,w,o,p,k,n,m,e
b,y,w,t,a,f,c,b,n,e,c,s,s,w,?,p,w,o,p,n,n,g,e
x,f,g,f,?,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,e
?,?,n,?,a,f,c,b,?,e,r,s,?,w,w,p,w,o,p,k,s,g,e
x,f,g,f,n,f,c,b,h,t,e,f,f,w,w,?,w,o,?,?,a,g,e
x,s,w,t,?,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,v,m,e
x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e
x,f,g,f,n,f,c,n,n,e,e,s,s,?,w,p,w,o,p,k,v,u,e
x,y,?,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,b,?,u,p
b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,?,n,g,e
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,e
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,o,o,p,n,v,u,p
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e
x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e
x,y,y,t,s,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,?,e
b,y,y,t,l,f,c,b,n,e,c,s,s,?,w,p,w,o,p,n,a,g,e
x,s,w,t,a,f,c,b,e,e,c,s,s,w,w,p,w,o,p,n,s,m,e
x,?,w,t,a,f,c,b,g,?,c,s,s,w,w,?,w,o,p,k,s,g,e
x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,e
x,s,w,t,p,f,c,b,w,e,c,s,s,w,?,p,w,?,p,n,s,m,e
x,s,n,f,n,f,?,b,n,t,r,f,f,w,w,p,w,o,e,k,s,g,e
x,?,n,t,l,?,c,b,n,e,r,s,y,y,w,?,?,o,?,n,s,p,e
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,e
f,y,n,t,p,f,c,n,k,e,?,s,s,w,w,p,w,o,p,k,v,g,p
b,y,y,t,a,f,c,b,h,e,c,s,s,w,?,p,w,o,p,n,n,g,e
x,f,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e
x,s,r,t,p,f,c,n,?,e,e,s,s,w,w,p,w,?,p,k,s,u,p
x,y,?,t,?,f,c,b,k,e,c,?,s,w,w,p,?,o,p,k,n,?,e
f,f,g,f,n,f,w,b,h,t,?,f,f,w,w,p,w,o,e,n,a,?,e
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e
b,y,w,t,a,f,c,n,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e
?,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,p
f,y,n,t,l,?,c,b,w,e,r,s,y,w,w,p,w,o,e,k,?,g,e
x,s,w,?,l,?,c,b,n,e,?,s,s,w,w,p,w,o,p,n,n,m,e
x,s,w,t,a,f,w,n,n,t,b,s,s,?,w,p,w,o,p,n,?,d,e
f,y,?,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,e
b,?,w,t,a,f,?,b,k,e,c,s,s,w,w,?,w,o,p,n,n,?,e
x,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,e
f,?,g,f,n,f,c,n,n,e,e,s,?,b,w,p,w,o,p,n,?,u,e
x,y,w,?,a,f,c,b,g,e,c,?,s,?,w,p,w,o,p,n,s,g,e
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g,e
b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,e
b,s,y,t,l,f,c,n,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e
f,s,r,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
b,s,w,t,a,f,c,?,w,e,c,s,s,w,w,p,w,o,p,?,n,m,e
x,f,y,f,a,f,w,n,n,t,b,s,s,w,g,p,w,o,p,u,v,d,e
x,y,w,t,l,f,c,n,g,e,c,s,s,w,w,p,w,o,p,n,?,m,e
b,y,y,t,l,f,c,?,k,e,c,s,s,w,w,p,w,o,p,n,n,m,e
x,y,n,t,a,f,c,?,p,e,r,s,y,w,w,p,w,o,p,n,y,p,e
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e
x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,l,e
x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,v,p,e
x,y,w,t,l,f,c,b,n,e,?,s,s,w,w,p,w,o,p,k,n,m,e
x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,?,o,p,k,n,m,e
x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g,e
x,s,w,t,l,f,c,?,n,e,c,s,s,w,w,p,w,o,p,n,n,g,e
f,y,n,t,l,a,c,b,n,e,r,s,y,w,w,p,w,?,p,k,s,g,e
b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
x,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,?,y,d,e
x,y,w,t,l,f,c,b,k,e,c,s,s,w,p,p,w,o,p,n,s,m,e
b,?,w,t,l,f,c,b,g,e,c,s,s,w,w,p,?,o,p,k,n,g,e
b,?,y,t,l,f,c,b,g,e,c,s,s,w,g,p,w,o,p,k,n,m,e
x,f,y,t,l,?,w,n,p,t,b,?,s,w,w,p,w,o,?,n,v,d,e
b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,?,n,m,e
x,s,g,f,n,f,c,b,o,t,e,s,f,w,w,p,w,o,e,k,a,g,e
b,s,w,t,a,?,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,e
b,s,y,t,l,f,c,b,w,e,c,s,s,?,w,p,w,o,p,k,n,m,e
f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,d,e
f,y,n,?,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,e
x,s,w,t,a,f,c,b,k,e,c,s,?,w,w,p,w,o,p,n,s,m,e
?,y,y,t,l,f,c,b,n,e,r,s,y,w,w,?,w,o,p,n,s,g,e
b,s,w,t,s,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e
x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,e
x,f,n,f,a,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,e
f,y,n,t,a,f,c,b,?,e,r,s,y,w,w,p,?,o,p,n,?,g,e
x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e
x,s,y,t,l,f,c,n,g,e,c,s,s,w,w,p,?,o,p,k,n,g,e
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,e
f,y,y,t,a,f,c,?,w,e,r,s,y,w,w,p,w,o,?,n,s,p,e
x,y,y,t,m,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,e
x,y,w,t,?,f,c,b,w,e,c,s,s,w,b,p,w,o,p,k,n,m,e
f,f,w,t,a,f,w,n,n,t,b,s,?,w,w,p,n,o,p,u,v,?,e
s,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,e
f,f,y,f,l,f,w,?,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
f,g,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,e
x,f,?,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,?,e
b,y,w,t,a,f,c,b,w,e,c,s,s,?,w,p,w,o,p,n,n,?,e
x,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
?,y,y,t,?,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e
b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e
b,y,y,t,l,f,w,b,g,e,c,k,s,w,w,p,w,o,p,k,s,g,e
f,s,w,t,l,f,?,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e
f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u,e
f,s,p,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
f,y,y,t,a,f,c,b,p,e,?,?,y,w,w,p,w,o,p,k,y,g,e
x,y,w,t,l,f,c,b,?,e,c,s,s,w,w,?,w,o,p,n,s,m,e
s,f,n,f,n,?,c,n,p,e,e,s,s,w,w,p,w,o,p,?,y,?,e
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,e
x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,e
f,f,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,?,u,v,d,e
f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,p
x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,?,n,v,u,p
f,y,n,t,l,f,c,b,w,?,r,s,y,w,w,p,w,o,p,n,s,p,e
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,e
?,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,e
f,?,w,?,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,v,g,e
f,y,n,t,a,f,?,b,p,e,r,s,y,w,?,p,w,o,p,n,s,g,e
x,y,w,t,a,?,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,e
b,s,y,t,l,f,c,b,w,e,c,?,s,w,w,p,w,o,p,k,n,m,e
x,?,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,f,b,n,g,e
b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,?,k,n,g,e
x,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e
b,s,y,t,a,f,c,b,w,e,c,k,s,w,w,p,w,o,p,k,s,m,e
b,y,y,t,a,f,c,b,w,?,c,s,s,w,w,p,w,o,p,?,s,?,e
x,s,n,t,p,f,c,n,n,e,?,f,s,w,w,?,w,o,p,n,v,g,p
x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,e
f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,?,o,e,n,a,g,e
x,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,?,v,d,e
f,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,b,?,u,e
f,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,y,u,e
b,y,e,t,a,f,?,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,e
x,f,w,t,a,f,w,n,n,t,b,?,s,w,w,p,w,o,p,u,v,d,e
s,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,?,e
x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,l,u,v,g,e
x,f,w,f,n,f,?,b,h,t,e,?,s,w,w,p,w,o,e,n,a,g,e
x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,?,w,o,p,k,y,p,e
?,?,y,t,a,f,c,?,k,e,c,s,s,w,w,p,w,o,p,k,n,g,e
s,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,?,s,g,e
x,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,e
x,s,w,t,l,f,c,b,w,e,r,s,s,w,w,p,?,o,p,k,n,m,e
b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,?,p,k,s,g,e
f,y,y,t,a,f,c,b,p,e,r,s,y,?,w,p,w,o,p,n,y,p,e
x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,?,n,s,u,p
f,f,g,f,n,f,c,n,?,e,e,s,s,w,w,p,w,o,p,k,?,u,e
b,s,y,t,l,f,c,b,p,e,c,s,s,w,w,p,w,o,p,n,s,g,e
f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,?,p,n,s,p,e
x,s,y,?,a,f,c,b,k,e,?,s,s,w,w,p,w,o,p,n,s,m,e
x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,?,o,p,k,y,u,e
f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,?,w,o,p,n,y,p,e
x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,e
x,s,e,t,a,f,c,b,n,e,c,s,f,w,w,p,w,o,p,k,s,?,e
x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,p
f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,e
c,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,?,p
x,f,w,f,n,f,w,b,k,t,e,f,s,o,w,p,w,o,e,k,s,g,e
b,y,w,?,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e
s,f,n,?,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,e
x,y,y,?,l,f,?,b,g,e,c,s,s,w,w,p,w,?,p,n,s,m,e
f,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,?,d,e
x,s,y,t,a,f,?,?,n,e,c,s,s,w,w,?,w,o,p,k,s,m,e
f,f,b,f,n,f,?,b,p,t,e,s,f,w,w,p,w,o,e,?,s,g,e
x,y,w,t,p,f,c,n,n,e,e,f,s,w,w,p,w,?,p,h,s,g,p
x,y,y,t,a,f,w,b,p,e,r,s,y,w,b,p,w,o,p,k,s,g,e
?,f,n,f,n,f,w,?,n,t,e,s,s,w,w,p,w,o,e,k,a,?,e
x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
b,y,y,t,l,f,c,?,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e
f,f,g,f,n,f,c,n,g,e,e,s,s,?,w,p,w,o,p,n,v,u,e
x,f,y,t,l,f,w,?,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e
x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e
f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,?,e
x,f,g,f,n,f,w,b,h,t,?,f,s,?,w,p,w,o,e,n,s,g,e
x,y,y,?,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p,e
f,s,w,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,?,s,p,e
f,y,y,t,a,f,c,?,p,e,r,s,y,?,w,p,w,o,p,k,y,p,e
x,?,n,t,p,f,c,n,k,e,e,s,?,w,w,p,w,o,p,k,v,u,p
x,f,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,e
x,s,w,t,l,?,c,b,w,e,c,s,s,w,w,p,w,o,?,k,n,g,e
x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e
b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,e
x,s,y,t,a,f,w,n,w,t,?,s,?,w,w,?,w,o,?,u,v,d,e
x,s,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e
x,f,w,f,n,f,w,b,n,t,e,f,s,w,w,?,w,o,e,?,s,m,e
b,s,w,t,a,f,c,b,w,e,e,s,s,w,w,p,w,o,p,n,s,m,e
x,y,r,t,p,f,c,?,w,e,e,s,s,w,w,p,w,o,p,k,v,g,p
x,g,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,e
?,s,g,f,a,f,w,b,k,?,e,s,f,w,w,p,w,o,e,k,s,g,e
x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g,p
b,y,w,t,a,f,c,?,w,e,c,s,s,w,w,p,w,o,p,k,n,?,e
x,s,w,t,a,f,?,b,k,e,c,s,s,?,w,p,w,o,p,k,c,m,e
f,f,y,?,l,?,w,n,n,t,c,?,s,w,w,p,w,o,p,n,v,d,e
x,s,y,f,a,f,c,?,k,e,c,s,s,w,w,p,w,o,p,?,n,g,e
b,?,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,e
x,y,n,t,a,f,c,?,w,e,r,s,y,w,w,p,w,o,p,n,y,g,e
x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,?,n,s,l,e
x,?,n,?,n,f,c,n,?,e,e,s,s,w,w,p,w,o,p,n,v,u,e
x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,e
x,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g,e
x,s,n,t,p,f,c,n,w,e,r,s,s,w,w,p,w,o,p,n,s,g,p
x,s,w,t,a,?,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e
x,s,y,t,a,f,w,b,w,e,c,s,s,w,w,p,o,o,p,n,s,m,e
x,y,w,t,l,f,c,b,k,e,c,?,s,w,w,p,w,o,p,k,n,g,e
x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g,e
f,y,b,t,?,f,c,b,w,e,r,s,?,w,w,p,w,o,p,u,s,g,e
x,y,w,t,a,f,c,b,k,e,c,?,s,w,w,p,w,o,p,n,s,m,e
s,f,g,f,n,?,?,n,g,e,e,s,s,w,w,p,w,o,p,?,v,u,e
f,f,n,f,n,f,c,n,n,?,e,s,s,w,w,p,?,o,p,k,y,u,e
s,f,n,f,n,f,c,n,n,e,e,s,s,w,?,p,w,o,p,k,v,u,e
f,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,?,o,p,k,n,m,e
x,s,w,t,p,a,c,n,r,e,e,s,s,w,w,p,w,o,p,?,s,u,p
x,s,g,f,n,f,w,b,h,t,e,s,f,w,w,?,w,o,e,k,s,g,e
x,y,y,t,l,f,c,b,g,e,c,s,s,w,?,?,w,o,p,k,s,g,e
x,y,w,t,p,f,c,n,?,e,r,s,s,w,w,p,w,o,p,n,s,g,p
?,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e
x,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,p
b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,e
b,y,w,t,l,f,c,b,g,e,?,s,s,w,w,p,w,o,p,k,s,m,e
x,y,?,t,p,f,c,n,p,e,e,y,s,w,w,p,w,o,p,n,s,g,p
